# files parsed: 687; parse failures: 0
status	note	area	location	kind	op	table	owned	constraint	key	expression
UNREAD		admin	app/Http/Controllers/Admin/BillingManagementController.php:216	unscoped	WRITE	subscription_events	shop_id	insert:record?	226e817902	\App\Models\Platform\SubscriptionEvent::query()->create(['shop_subscription_id' => $subscription->id, 'shop_id' => $shop->id, 'admin_id' => $admin->id, 'event_type' => 'subscription.changed', 'before' => $before, 'after' => $subscription->toArray(), 'reason' => $validated['reason'] ?? null])
UNREAD		admin	app/Http/Controllers/Admin/ComplianceAlertAdminController.php:14	removed	read	compliance_alerts	shop_id	none:-	38e7192796	\App\Models\ComplianceAlert::withoutGlobalScope('shop')->with(['customer' => fn($q) => $q->withoutGlobalScope('shop')])
UNREAD		admin	app/Http/Controllers/Admin/ComplianceAlertAdminController.php:16	removed	read	?	?	none:-	a8063c108d	$q->withoutGlobalScope('shop')
UNREAD		admin	app/Http/Controllers/Admin/ComplianceAlertAdminController.php:20	embedded	read	shops	self:id	frag:shop_id	50ef2a5d8d	$query->leftJoin('shops', 'shops.id', '=', 'compliance_alerts.shop_id')->select('compliance_alerts.*', 'shops.name as shop_name')
UNREAD		admin	app/Http/Controllers/Admin/DashboardController.php:21	unscoped	read	shops	self:id	none:-	9725151df0	\App\Models\Shop::count()
UNREAD		admin	app/Http/Controllers/Admin/DashboardController.php:22	unscoped	read	shops	self:id	none:-	15b6556d07	\App\Models\Shop::where('access_mode', 'active')->count()
UNREAD		admin	app/Http/Controllers/Admin/DashboardController.php:23	unscoped	read	shops	self:id	none:-	ea2bfce348	\App\Models\Shop::whereIn('access_mode', ['read_only', 'suspended'])->count()
UNREAD		admin	app/Http/Controllers/Admin/DashboardController.php:24	unscoped	read	shops	self:id	none:-	bd72cc82fd	\App\Models\Shop::where('access_mode', 'read_only')->count()
UNREAD		admin	app/Http/Controllers/Admin/DashboardController.php:47	unscoped	read	shops	self:id	none:-	206bb7e2d2	\App\Models\Shop::where('access_mode', 'read_only')->whereNotNull('suspended_by')->count()
UNREAD		admin	app/Http/Controllers/Admin/DashboardController.php:50	unscoped	read	shops	self:id	none:-	faa67d60a1	\App\Models\Shop::where('access_mode', 'read_only')->whereNull('suspended_by')->count()
UNREAD		admin	app/Http/Controllers/Admin/DashboardController.php:53	unscoped	read	shops	self:id	none:-	470135f6f0	\App\Models\Shop::where('access_mode', 'suspended')->count()
UNREAD		admin	app/Http/Controllers/Admin/DashboardController.php:54	unscoped	read	shops	self:id	none:-	5db01c4f33	\App\Models\Shop::where('shop_type', 'retailer')->count()
UNREAD		admin	app/Http/Controllers/Admin/DashboardController.php:55	unscoped	read	shops	self:id	none:-	7b428547c8	\App\Models\Shop::where('shop_type', 'manufacturer')->count()
UNREAD		admin	app/Http/Controllers/Admin/DashboardController.php:56	unscoped	read	users	shop_id	none:-	cee1c3f5e5	\App\Models\User::count()
UNREAD		admin	app/Http/Controllers/Admin/DashboardController.php:57	unscoped	read	users	shop_id	none:-	d9ed0a76b1	\App\Models\User::active()->count()
UNREAD		admin	app/Http/Controllers/Admin/DashboardController.php:58	unscoped	read	users	shop_id	none:-	21e707a3b9	\App\Models\User::inactive()->count()
global	no tenant table: platform_admins — platform staff	admin	app/Http/Controllers/Admin/DashboardController.php:59	unscoped	read	platform_admins	-	none:-	6bee2fd653	\App\Models\Platform\PlatformAdmin::count()
UNREAD		admin	app/Http/Controllers/Admin/DashboardController.php:60	removed	read	invoices	shop_id	none:-	07b0e6878f	\App\Models\Invoice::withoutTenant()->count()
UNREAD		admin	app/Http/Controllers/Admin/DashboardController.php:63	unscoped	read	shop_subscriptions	shop_id	none:-	adb25a874b	\App\Models\Platform\ShopSubscription::query()->select('status', \Illuminate\Support\Facades\DB::raw('COUNT(*) as total'))->groupBy('status')->pluck('total', 'status')->all()
UNREAD		admin	app/Http/Controllers/Admin/DashboardController.php:69	unscoped	read	platform_audit_logs	convention:target	none:-	bedf142b46	\App\Models\Platform\PlatformAuditLog::query()->with('actor')->orderByDesc('created_at')->take(8)->get()
UNREAD		admin	app/Http/Controllers/Admin/DashboardController.php:75	unscoped	read	platform_audit_logs	convention:target	none:-	beb30fca69	\App\Models\Platform\PlatformAuditLog::query()->where('action', 'platform_admin.login_failed')->where('created_at', '>=', now()->subDay())->count()
UNREAD		admin	app/Http/Controllers/Admin/DashboardController.php:80	embedded	read	shops	self:id	frag:shop_id	6083e84200	\App\Models\ScanSession::query()->join('shops', 'shops.id', '=', 'scan_sessions.shop_id')->select('shops.id as shop_id', 'shops.name as shop_name', \Illuminate\Support\Facades\DB::raw('COUNT(scan_sessions.id) as active_sessions'), \Illuminate\Support\Facades\DB::raw('MAX(scan_sessions.expires_at) as latest_expiry'))->where('scan_sessions.status', 'active')->where('scan_sessions.expires_at', '>', now())->groupBy('shops.id', 'shops.name')->orderByDesc('active_sessions')->limit(12)->get()
UNREAD		admin	app/Http/Controllers/Admin/DashboardController.php:80	unscoped	read	scan_sessions	shop_id	mention:-	bfaca94fa1	\App\Models\ScanSession::query()->join('shops', 'shops.id', '=', 'scan_sessions.shop_id')->select('shops.id as shop_id', 'shops.name as shop_name', \Illuminate\Support\Facades\DB::raw('COUNT(scan_sessions.id) as active_sessions'), \Illuminate\Support\Facades\DB::raw('MAX(scan_sessions.expires_at) as latest_expiry'))->where('scan_sessions.status', 'active')->where('scan_sessions.expires_at', '>', now())->groupBy('shops.id', 'shops.name')->orderByDesc('active_sessions')->limit(12)->get()
UNREAD		admin	app/Http/Controllers/Admin/DashboardController.php:95	unscoped	read	platform_audit_logs	convention:target	none:-	3a5797b27a	\App\Models\Platform\PlatformAuditLog::query()->where('action', 'scan.request_throttled')->where('created_at', '>=', now()->subDay())->count()
UNREAD		admin	app/Http/Controllers/Admin/DashboardController.php:100	unscoped	read	platform_audit_logs	convention:target	none:-	46a7790ea0	\App\Models\Platform\PlatformAuditLog::query()->where('action', 'scan.invalid_signature')->where('created_at', '>=', now()->subDay())->count()
UNREAD		admin	app/Http/Controllers/Admin/DashboardController.php:105	unscoped	read	platform_audit_logs	convention:target	none:-	748c4f05e0	\App\Models\Platform\PlatformAuditLog::query()->where('action', 'scan.request_throttled')->where('created_at', '>=', now()->subDay())->latest('created_at')->take(8)->get()
UNREAD		admin	app/Http/Controllers/Admin/DashboardController.php:112	unscoped	read	shops	self:id	none:-	a2d68da000	\App\Models\Shop::query()->where('access_mode', 'suspended')->latest()->take(6)->get(['id', 'name', 'phone', 'owner_mobile', 'suspended_at', 'suspended_by', 'suspension_reason', 'access_mode'])
UNREAD		admin	app/Http/Controllers/Admin/DashboardController.php:122	unscoped	read	shops	self:id	none:-	a2e42247f3	\App\Models\Shop::query()->where('access_mode', 'read_only')->latest()->take(6)->get(['id', 'name', 'phone', 'owner_mobile', 'suspended_at', 'suspended_by', 'suspension_reason', 'access_mode'])
UNREAD		admin	app/Http/Controllers/Admin/DashboardController.php:131	unscoped	read	shops	self:id	none:-	7d609d6863	\App\Models\Shop::latest()->take(8)->get()
UNREAD		admin	app/Http/Controllers/Admin/DashboardController.php:132	unscoped	read	users	shop_id	none:-	fa1e95c39f	\App\Models\User::with(['shop', 'role' => fn($query) => $query->withoutTenant()])->latest()->take(10)->get()
UNREAD		admin	app/Http/Controllers/Admin/DashboardController.php:134	removed	read	?	?	none:-	df601556b6	$query->withoutTenant()
global	no tenant table: platform_feature_flags — feature flags (per-shop overrides are platform configuration)	admin	app/Http/Controllers/Admin/FeatureFlagController.php:20	unscoped	read	platform_feature_flags	-	none:-	1eb765ef0a	\App\Models\Platform\PlatformFeatureFlag::where('scope', 'global')->orderBy('key')->get()
global	no tenant table: platform_feature_flags — feature flags (per-shop overrides are platform configuration)	admin	app/Http/Controllers/Admin/FeatureFlagController.php:24	unscoped	read	platform_feature_flags	-	none:-	74f30bc003	\App\Models\Platform\PlatformFeatureFlag::where('scope', 'shop')->orderBy('key')->orderBy('scope_id')->get()->groupBy('key')
global	no tenant table: platform_feature_flags — feature flags (per-shop overrides are platform configuration)	admin	app/Http/Controllers/Admin/FeatureFlagController.php:47	unscoped	read	platform_feature_flags	-	key:REQUEST	6465cd9557	\App\Models\Platform\PlatformFeatureFlag::where('key', $validated['key'])->where('scope', $validated['scope'])->where('scope_id', $scopeId)->first()
global	no tenant table: platform_feature_flags — feature flags (per-shop overrides are platform configuration)	admin	app/Http/Controllers/Admin/FeatureFlagController.php:54	unscoped	WRITE	platform_feature_flags	-	none:-	0e6843ec74	\App\Models\Platform\PlatformFeatureFlag::updateOrCreate(['key' => $validated['key'], 'scope' => $validated['scope'], 'scope_id' => $scopeId], ['enabled' => (bool) $validated['enabled'], 'description' => $validated['description'] ?? null, 'updated_by' => $admin?->id])
global	no tenant table: platform_feature_flags — feature flags (per-shop overrides are platform configuration)	admin	app/Http/Controllers/Admin/FeatureFlagController.php:67	unscoped	read	platform_feature_flags	-	none:-	45c7d105ae	\App\Models\Platform\PlatformFeatureFlag::forgetCache($validated['key'], $scopeId)
global	no tenant table: platform_feature_flags — feature flags (per-shop overrides are platform configuration)	admin	app/Http/Controllers/Admin/FeatureFlagController.php:90	unscoped	read	platform_feature_flags	-	none:-	49208a8d94	\App\Models\Platform\PlatformFeatureFlag::forgetCache($before['key'], $before['scope_id'] ?? null)
UNREAD		admin	app/Http/Controllers/Admin/FraudFlagController.php:19	unscoped	read	platform_fraud_flags	shop_id	none:-	0850e35ef2	\App\Models\Platform\PlatformFraudFlag::with('shop')->orderByDesc('created_at')
UNREAD		admin	app/Http/Controllers/Admin/GdprExportController.php:28	raw	read	customers	shop_id	where:via>?	a74a025312	\Illuminate\Support\Facades\DB::table('customers')->where('shop_id', $shop->id)->select(['id', 'first_name', 'last_name', 'mobile', 'email', 'pan', 'id_number', 'address', 'city', 'created_at'])->get()->toArray()
UNREAD		admin	app/Http/Controllers/Admin/GdprExportController.php:31	raw	read	invoices	shop_id	where:via>?	44b2f931b0	\Illuminate\Support\Facades\DB::table('invoices')->where('shop_id', $shop->id)->select(['id', 'invoice_number', 'customer_id', 'total_amount', 'payment_status', 'created_at'])->limit(10000)->get()->toArray()
UNREAD		admin	app/Http/Controllers/Admin/GdprExportController.php:34	raw	read	users	shop_id	where:via>?	9f2ed3dcf1	\Illuminate\Support\Facades\DB::table('users')->where('shop_id', $shop->id)->select(['id', 'name', 'mobile_number', 'role', 'created_at'])->get()->toArray()
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/GdprExportController.php:80	raw	WRITE	platform_settings	-	none:-	2516a8e664	\Illuminate\Support\Facades\DB::table('platform_settings')->upsert([['key' => 'gdpr_pending_delete_shop_' . $shop->id, 'value' => json_encode(['requested_at' => now()->toIso8601String(), 'admin_id' => $actor->id, 'reason' => $validated['reason']])]], ['key'], ['value'])
UNREAD		admin	app/Http/Controllers/Admin/ImpersonationController.php:28	unscoped	read	users	shop_id	key:REQUEST	248fb93a81	\App\Models\User::query()->where('shop_id', $shop->id)->active()->findOrFail($userId)
UNREAD		admin	app/Http/Controllers/Admin/ImpersonationController.php:33	unscoped	read	users	shop_id	where:via>?	1fc4297a53	\App\Models\User::query()->where('shop_id', $shop->id)->active()->whereHas('role', fn($q) => $q->where('name', 'owner'))->first()
UNREAD		admin	app/Http/Controllers/Admin/ImpersonationController.php:40	unscoped	read	users	shop_id	where:via>?	2b76484ad5	\App\Models\User::query()->where('shop_id', $shop->id)->active()->orderBy('id')->first()
global	no tenant table: platform_admins — platform staff	admin	app/Http/Controllers/Admin/PasswordResetController.php:57	unscoped	read	platform_admins	-	none:-	d4ed487809	\App\Models\Platform\PlatformAdmin::where('email', $email)->first()
global	no tenant table: plans — plan catalog	admin	app/Http/Controllers/Admin/PlanController.php:19	unscoped	read	plans	-	none:-	bb0d443b65	\App\Models\Platform\Plan::withCount(['subscriptions', 'subscriptions as active_subscriptions_count' => fn($query) => $query->whereIn('status', ['active', 'trial', 'grace'])])->orderBy('name')->get()
global	no tenant table: plans — plan catalog	admin	app/Http/Controllers/Admin/PlanController.php:48	unscoped	WRITE	plans	-	none:-	3a2acd028d	\App\Models\Platform\Plan::create($data)
global	no tenant table: platform_admins — platform staff	admin	app/Http/Controllers/Admin/PlatformAdminManagementController.php:23	unscoped	read	platform_admins	-	none:-	2e367fb239	\App\Models\Platform\PlatformAdmin::query()->latest()->paginate(25)
global	no tenant table: platform_admins — platform staff	admin	app/Http/Controllers/Admin/PlatformAdminManagementController.php:44	unscoped	WRITE	platform_admins	-	none:-	ef88d73a8a	\App\Models\Platform\PlatformAdmin::query()->create(['first_name' => $validated['first_name'], 'last_name' => $validated['last_name'], 'name' => trim($validated['first_name'] . ' ' . $validated['last_name']), 'email' => $validated['email'] ?? null, 'mobile_number' => $validated['mobile_number'], 'password' => \Illuminate\Support\Facades\Hash::make($validated['password']), 'role' => $validated['role'], 'is_active' => $this->dbBool(true), 'password_changed_at' => now()])
UNREAD		admin	app/Http/Controllers/Admin/PlatformInvoiceAdminController.php:15	unscoped	read	platform_invoices	shop_id	none:-	150a52fc71	\App\Models\Platform\PlatformInvoice::query()->with(['shop', 'plan'])
global	no tenant table: plans — plan catalog	admin	app/Http/Controllers/Admin/PlatformInvoiceAdminController.php:59	unscoped	read	plans	-	none:-	f04479175f	\App\Models\Platform\Plan::orderBy('name')->get(['id', 'name'])
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:19	unscoped	read	platform_settings	-	none:-	4ca9b8e5a7	\App\Models\Platform\PlatformSetting::retailerEnabled()
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:20	unscoped	read	platform_settings	-	none:-	1b0af50a3d	\App\Models\Platform\PlatformSetting::manufacturerEnabled()
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:21	unscoped	read	platform_settings	-	none:-	8ef64eefb2	\App\Models\Platform\PlatformSetting::dhiranEnabled()
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:22	unscoped	read	platform_settings	-	none:-	00ad4d557a	\App\Models\Platform\PlatformSetting::bool('maintenance_mode', false)
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:23	unscoped	read	platform_settings	-	none:-	d8fbe0d08e	\App\Models\Platform\PlatformSetting::get('maintenance_message', 'JewelFlows is temporarily down for maintenance. We\'ll be back shortly.')
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:24	unscoped	read	platform_settings	-	none:-	9951d99b49	\App\Models\Platform\PlatformSetting::trialDays()
UNREAD		admin	app/Http/Controllers/Admin/PlatformSettingsController.php:25	unscoped	read	shop_subscriptions	shop_id	none:-	3ed8681b8a	\App\Models\Platform\ShopSubscription::where('status', 'trial')->count()
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:29	unscoped	read	platform_settings	-	none:-	6f6009600e	\App\Models\Platform\PlatformSetting::get('mail_mailer', config('mail.default', 'smtp'))
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:30	unscoped	read	platform_settings	-	none:-	5ddd74fa09	\App\Models\Platform\PlatformSetting::get('mail_host', config('mail.mailers.smtp.host', ''))
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:31	unscoped	read	platform_settings	-	none:-	b410aa4ab1	\App\Models\Platform\PlatformSetting::get('mail_port', (string) config('mail.mailers.smtp.port', '587'))
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:32	unscoped	read	platform_settings	-	none:-	52be3b28a6	\App\Models\Platform\PlatformSetting::get('mail_username', config('mail.mailers.smtp.username', ''))
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:33	unscoped	read	platform_settings	-	none:-	b5896c75cb	\App\Models\Platform\PlatformSetting::get('mail_encryption', config('mail.mailers.smtp.encryption', 'tls'))
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:34	unscoped	read	platform_settings	-	none:-	09ff97eee2	\App\Models\Platform\PlatformSetting::get('mail_from_address', config('mail.from.address', ''))
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:35	unscoped	read	platform_settings	-	none:-	0be02c1481	\App\Models\Platform\PlatformSetting::get('mail_from_name', config('mail.from.name', ''))
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:36	unscoped	read	platform_settings	-	none:-	6588fc9cd6	\App\Models\Platform\PlatformSetting::get('mail_password')
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:60	unscoped	read	platform_settings	-	none:-	86f403d69d	\App\Models\Platform\PlatformSetting::retailerEnabled()
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:61	unscoped	read	platform_settings	-	none:-	b38e94a310	\App\Models\Platform\PlatformSetting::manufacturerEnabled()
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:62	unscoped	read	platform_settings	-	none:-	dd6f2f49d3	\App\Models\Platform\PlatformSetting::dhiranEnabled()
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:63	unscoped	read	platform_settings	-	none:-	61a2718039	\App\Models\Platform\PlatformSetting::bool('maintenance_mode', false)
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:66	unscoped	read	platform_settings	-	none:-	765f2ca65f	\App\Models\Platform\PlatformSetting::set('retailer_enabled', $retailer ? 'true' : 'false')
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:67	unscoped	read	platform_settings	-	none:-	7d5a348bdc	\App\Models\Platform\PlatformSetting::set('manufacturer_enabled', $manufacturer ? 'true' : 'false')
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:68	unscoped	read	platform_settings	-	none:-	21827968e7	\App\Models\Platform\PlatformSetting::set('dhiran_enabled', $dhiran ? 'true' : 'false')
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:69	unscoped	read	platform_settings	-	none:-	32b512108b	\App\Models\Platform\PlatformSetting::set('maintenance_mode', $maintenanceMode ? 'true' : 'false')
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:71	unscoped	read	platform_settings	-	none:-	03e5c91105	\App\Models\Platform\PlatformSetting::set('maintenance_message', $maintenanceMessage)
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:125	unscoped	read	platform_settings	-	none:-	61528a3625	\App\Models\Platform\PlatformSetting::trialDays()
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:128	unscoped	read	platform_settings	-	none:-	62b2234fee	\App\Models\Platform\PlatformSetting::set('subscription_trial_days', (string) $days)
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:173	unscoped	read	platform_settings	-	none:-	28f51b0ab3	\App\Models\Platform\PlatformSetting::set('mail_mailer', $validated['mail_mailer'])
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:174	unscoped	read	platform_settings	-	none:-	792117fe3e	\App\Models\Platform\PlatformSetting::set('mail_host', $validated['mail_host'])
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:175	unscoped	read	platform_settings	-	none:-	d77f23c130	\App\Models\Platform\PlatformSetting::set('mail_port', (string) $validated['mail_port'])
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:176	unscoped	read	platform_settings	-	none:-	df39ef2956	\App\Models\Platform\PlatformSetting::set('mail_username', $validated['mail_username'] ?? '')
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:177	unscoped	read	platform_settings	-	none:-	0de89f6b3d	\App\Models\Platform\PlatformSetting::set('mail_encryption', $validated['mail_encryption'] ?? 'tls')
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:178	unscoped	read	platform_settings	-	none:-	98975d067c	\App\Models\Platform\PlatformSetting::set('mail_from_address', $validated['mail_from_address'])
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:179	unscoped	read	platform_settings	-	none:-	13c2d7fe2b	\App\Models\Platform\PlatformSetting::set('mail_from_name', $validated['mail_from_name'])
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:183	unscoped	read	platform_settings	-	none:-	a014992b33	\App\Models\Platform\PlatformSetting::set('mail_password', $validated['mail_password'])
global	no tenant table: platform_settings — platform settings	admin	app/Http/Controllers/Admin/PlatformSettingsController.php:191	unscoped	read	platform_settings	-	none:-	b67a27aced	\App\Models\Platform\PlatformSetting::get('mail_host')
UNREAD		admin	app/Http/Controllers/Admin/RevenueAnalyticsController.php:17	unscoped	read	shop_subscriptions	shop_id	none:-	8337678321	\App\Models\Platform\ShopSubscription::query()->where('status', 'active')->get(['price_paid', 'billing_cycle'])
UNREAD		admin	app/Http/Controllers/Admin/RevenueAnalyticsController.php:30	raw	read	shop_subscriptions	shop_id	mention:-	07c4716c9f	\Illuminate\Support\Facades\DB::table('shop_subscriptions')->where('status', 'active')->distinct('shop_id')->count('shop_id')
UNREAD		admin	app/Http/Controllers/Admin/RevenueAnalyticsController.php:37	raw	read	shop_subscriptions	shop_id	mention:-	6b4040fb6a	\Illuminate\Support\Facades\DB::table('shop_subscriptions')->whereIn('status', ['cancelled', 'expired'])->where('updated_at', '>=', $startOfMonth)->distinct('shop_id')->count('shop_id')
UNREAD		admin	app/Http/Controllers/Admin/RevenueAnalyticsController.php:42	raw	read	shop_subscriptions	shop_id	mention:-	a0ffd9e539	\Illuminate\Support\Facades\DB::table('shop_subscriptions')->where('status', 'active')->where('created_at', '<', $startOfMonth)->distinct('shop_id')->count('shop_id')
UNREAD		admin	app/Http/Controllers/Admin/RevenueAnalyticsController.php:50	raw	read	shop_subscriptions	shop_id	none:-	40a47b9957	\Illuminate\Support\Facades\DB::table('shop_subscriptions')->whereIn('status', ['trial', 'active', 'cancelled', 'expired', 'grace', 'read_only', 'suspended'])->where('created_at', '>=', $startOfMonth)->whereExists(function ($q) { $q->from('plans')->whereColumn('plans.id', 'shop_subscriptions.plan_id')->where('plans.trial_days', '>', 0); })->count()
UNREAD		admin	app/Http/Controllers/Admin/RevenueAnalyticsController.php:59	raw	read	shop_subscriptions	shop_id	none:-	87e842784d	\Illuminate\Support\Facades\DB::table('shop_subscriptions')->where('status', 'active')->where('created_at', '>=', $startOfMonth)->whereExists(function ($q) { $q->from('plans')->whereColumn('plans.id', 'shop_subscriptions.plan_id')->where('plans.trial_days', '>', 0); })->count()
UNREAD		admin	app/Http/Controllers/Admin/RevenueAnalyticsController.php:79	raw	read	shop_subscriptions	shop_id	none:-	dbd0c49b87	\Illuminate\Support\Facades\DB::table('shop_subscriptions')->where('status', 'active')->where('starts_at', '<=', $monthEnd)->where(function ($q) use ($monthStart) { $q->whereNull('ends_at')->orWhere('ends_at', '>=', $monthStart); })->get(['price_paid', 'billing_cycle'])
UNREAD		admin	app/Http/Controllers/Admin/RevenueAnalyticsController.php:100	raw	read	shops	self:id	none:-	911892127b	\Illuminate\Support\Facades\DB::table('shops')->where('created_at', '>=', $now->copy()->subDays(30))->count()
UNREAD		admin	app/Http/Controllers/Admin/RevenueAnalyticsController.php:103	raw	read	shop_subscriptions	shop_id	none:-	2d821ef6e5	\Illuminate\Support\Facades\DB::table('shop_subscriptions')->join('plans', 'shop_subscriptions.plan_id', '=', 'plans.id')->where('shop_subscriptions.status', 'active')->select('plans.name', \Illuminate\Support\Facades\DB::raw('count(*) as count'), \Illuminate\Support\Facades\DB::raw('sum(shop_subscriptions.price_paid) as revenue'))->groupBy('plans.name')->orderByDesc('revenue')->get()
UNREAD		admin	app/Http/Controllers/Admin/ShopBulkActionController.php:38	raw	WRITE	shops	self:id	key:other	0fb7f5ea9f	\Illuminate\Support\Facades\DB::table('shops')->whereIn('id', $shopIds)->update(['access_mode' => 'suspended', 'is_active' => '0', 'suspended_at' => now(), 'suspended_by' => $adminId, 'updated_at' => now()])
UNREAD		admin	app/Http/Controllers/Admin/ShopBulkActionController.php:62	raw	WRITE	shops	self:id	key:other	f5328c7033	\Illuminate\Support\Facades\DB::table('shops')->whereIn('id', $shopIds)->update(['access_mode' => 'active', 'is_active' => true, 'suspended_at' => null, 'suspended_by' => null, 'suspension_reason' => null, 'suspended_until' => null, 'deactivated_at' => null, 'updated_at' => now()])
UNREAD		admin	app/Http/Controllers/Admin/ShopEditionManagementController.php:46	unscoped	read	shop_editions	shop_id	where:via>?	a5cf0f46e8	\App\Models\ShopEditionAssignment::where('shop_id', $shop->id)->where('edition', $edition)->first()
UNREAD		admin	app/Http/Controllers/Admin/ShopEditionManagementController.php:62	removed	WRITE	dhiran_settings	shop_id	where:via>?	1cabfe3123	\App\Models\Dhiran\DhiranSettings::withoutGlobalScope('shop')->where('shop_id', $shop->id)->update(['is_enabled' => true])
UNREAD		admin	app/Http/Controllers/Admin/ShopEditionManagementController.php:92	unscoped	read	shop_editions	shop_id	where:via>?	b36865c958	\App\Models\ShopEditionAssignment::where('shop_id', $shop->id)->where('edition', $edition)->whereNull('deactivated_at')->first()
UNREAD		admin	app/Http/Controllers/Admin/ShopEditionManagementController.php:116	removed	WRITE	dhiran_settings	shop_id	where:via>?	f6bb900622	\App\Models\Dhiran\DhiranSettings::withoutGlobalScope('shop')->where('shop_id', $shop->id)->update(['is_enabled' => '0'])
UNREAD		admin	app/Http/Controllers/Admin/ShopEditionManagementController.php:143	raw	read	dhiran_loans	shop_id	where:via>?	c0d40a3791	\Illuminate\Support\Facades\DB::table('dhiran_loans')->where('shop_id', $shop->id)->whereIn('status', ['active', 'renewed'])->exists()
UNREAD		admin	app/Http/Controllers/Admin/ShopEditionRequestController.php:43	removed	read	shop_edition_requests	shop_id	none:-	ed77111ef4	\App\Models\ShopEditionRequest::withoutGlobalScope('shop')->where('status', 'pending')->count()
trusted	constraint from record	admin	app/Http/Controllers/Admin/ShopEditionRequestController.php:75	removed	WRITE	dhiran_settings	shop_id	where:record	ad0b69b338	\App\Models\Dhiran\DhiranSettings::withoutGlobalScope('shop')->where('shop_id', $shop->id)->update(['is_enabled' => true])
trusted	constraint from record	admin	app/Http/Controllers/Admin/ShopEditionRequestController.php:83	removed	WRITE	dhiran_settings	shop_id	where:record	3de72b204e	\App\Models\Dhiran\DhiranSettings::withoutGlobalScope('shop')->where('shop_id', $shop->id)->update(['is_enabled' => '0'])
trusted	constraint from record	admin	app/Http/Controllers/Admin/ShopEditionRequestController.php:146	removed	read	shop_edition_requests	shop_id	key:record	1e6431310d	\App\Models\ShopEditionRequest::withoutGlobalScope('shop')->with(['shop', 'user'])->findOrFail($editionRequest->id)
UNREAD		admin	app/Http/Controllers/Admin/ShopManagementController.php:31	unscoped	read	shops	self:id	none:-	8c143f8423	\App\Models\Shop::query()->withCount('users')
global	no tenant table: plans — plan catalog	admin	app/Http/Controllers/Admin/ShopManagementController.php:61	unscoped	read	plans	-	none:-	b167fc7e9b	\App\Models\Platform\Plan::whereRaw('is_active IS TRUE')->orderBy('name')->get(['id', 'name', 'price_monthly'])
